Date,Open,High,Low,Close,Volume,UnAdjusted Close,Total Volume,Open Interest,Total Open Interest,Contract
2015-11-13,241.75,244.25,235.5,242.75,692,231.5,1093,5661,11452,201512
2015-11-12,246.75,250.25,240.75,241.25,1021,230,1936,5987,11520,201512
2015-11-11,238.25,248.75,236.25,246,1036,234.75,1841,6363,11702,201512
2015-11-10,234.75,238,233.5,237.75,617,226.5,1016,6715,12009,201512
2015-11-09,234.75,237.5,232.5,235.25,427,224,910,6760,11898,201512
2015-11-06,236,238.5,234.25,235,356,223.75,983,6977,11832,201512
2015-11-05,238,238.5,235,235.75,374,224.5,864,7150,11667,201512
2015-11-04,234.75,239.75,234.25,237.25,613,226,1200,7335,11505,201512
2015-11-03,234,236.75,232.25,236.25,365,225,744,7506,11301,201512
2015-11-02,238.25,240.25,231.75,233.75,855,222.5,1555,7608,11195,201512
2015-10-30,239.25,240.5,236.75,238.5,801,227.25,1238,7455,10952,201512
2015-10-29,238.25,240,238.25,238.25,557,227,974,7617,10858,201512
2015-10-28,239,240,236.25,238.25,179,227,286,7600,10664,201512
2015-10-27,240.75,241,237,238.5,132,227.25,233,7624,10652,201512
